CMDLINE python testHEBmem.py 10 2 20 300
MEM 0.343750 1482159532.6643
MEM 13.910156 1482159532.7695
MEM 22.839844 1482159532.8730
MEM 24.992188 1482159532.9747
MEM 27.156250 1482159533.0757
MEM 30.101562 1482159533.1810
MEM 34.945312 1482159533.2855
MEM 39.265625 1482159533.3881
MEM 39.390625 1482159533.4906
MEM 49.847656 1482159533.5912
MEM 50.449219 1482159533.6965
MEM 58.136719 1482159533.7980
MEM 60.855469 1482159533.9000
MEM 61.628906 1482159534.0014
MEM 62.445312 1482159534.1067
MEM 63.078125 1482159534.2075
MEM 66.371094 1482159534.3113
MEM 73.718750 1482159534.4165
MEM 74.593750 1482159534.5213
MEM 74.933594 1482159534.6265
MEM 75.457031 1482159534.7310
MEM 75.296875 1482159534.8362
MEM 77.242188 1482159534.9414
MEM 81.812500 1482159535.0467
MEM 81.277344 1482159535.1519
MEM 80.691406 1482159535.2571
MEM 81.625000 1482159535.3616
MEM 81.628906 1482159535.4668
MEM 80.683594 1482159535.5720
MEM 79.816406 1482159535.6772
MEM 80.886719 1482159535.7816
MEM 81.300781 1482159535.8868
MEM 81.652344 1482159535.9908
MEM 82.761719 1482159536.0915
MEM 83.472656 1482159536.1967
MEM 84.722656 1482159536.3020
MEM 84.750000 1482159536.4024
MEM 85.937500 1482159536.5077
MEM 86.222656 1482159536.6129
MEM 87.070312 1482159536.7181
MEM 87.355469 1482159536.8217
MEM 86.242188 1482159536.9269
MEM 87.285156 1482159537.0321
MEM 87.617188 1482159537.1374
MEM 88.695312 1482159537.2417
MEM 88.570312 1482159537.3421
MEM 89.636719 1482159537.4473
MEM 90.671875 1482159537.5492
MEM 90.902344 1482159537.6544
MEM 91.984375 1482159537.7596
MEM 92.968750 1482159537.8617
MEM 94.031250 1482159537.9681
MEM 95.039062 1482159538.0734
MEM 96.117188 1482159538.1786
MEM 94.476562 1482159538.2789
MEM 95.550781 1482159538.3837
MEM 96.570312 1482159538.4870
MEM 97.625000 1482159538.5919
MEM 98.027344 1482159538.6971
MEM 99.058594 1482159538.8023
MEM 100.085938 1482159538.9076
MEM 101.125000 1482159539.0128
MEM 97.109375 1482159539.1180
MEM 98.132812 1482159539.2232
MEM 99.109375 1482159539.3284
MEM 115.890625 1482159539.4319
MEM 135.144531 1482159539.5373
MEM 150.675781 1482159539.6420
MEM 173.378906 1482159539.7428
MEM 189.605469 1482159539.8430
MEM 157.097656 1482159539.9482
MEM 157.097656 1482159540.0494
MEM 150.917969 1482159540.1546
MEM 160.835938 1482159540.2598
MEM 171.355469 1482159540.3620
MEM 171.363281 1482159540.4626
MEM 171.371094 1482159540.5633
MEM 171.378906 1482159540.6638
MEM 171.390625 1482159540.7652
MEM 171.398438 1482159540.8666
MEM 171.406250 1482159540.9698
MEM 171.414062 1482159541.0709
MEM 171.414062 1482159541.1711
MEM 171.414062 1482159541.2728
MEM 171.414062 1482159541.3748
MEM 171.414062 1482159541.4757
