CMDLINE python eigs.py 10 1 13
MEM 0.265625 1485210180.3079
MEM 14.062500 1485210180.4130
MEM 22.523438 1485210180.5133
MEM 29.269531 1485210180.6185
MEM 32.195312 1485210180.7229
MEM 36.699219 1485210180.8253
MEM 42.023438 1485210180.9286
MEM 43.351562 1485210181.0291
MEM 44.339844 1485210181.1293
MEM 49.792969 1485210181.2300
MEM 54.914062 1485210181.3308
MEM 59.570312 1485210181.4318
MEM 61.011719 1485210181.5324
MEM 61.621094 1485210181.6339
MEM 62.515625 1485210181.7385
MEM 65.917969 1485210181.8406
MEM 65.960938 1485210181.9419
MEM 66.164062 1485210182.0435
MEM 66.214844 1485210182.1452
MEM 66.683594 1485210182.2460
MEM 66.835938 1485210182.3486
MEM 67.066406 1485210182.4518
MEM 67.332031 1485210182.5570
MEM 67.562500 1485210182.6621
MEM 67.789062 1485210182.7673
MEM 68.023438 1485210182.8725
MEM 68.203125 1485210182.9757
MEM 68.285156 1485210183.0763
MEM 68.453125 1485210183.1772
MEM 68.718750 1485210183.2824
MEM 68.945312 1485210183.3876
MEM 69.152344 1485210183.4902
MEM 69.371094 1485210183.5953
MEM 69.597656 1485210183.7000
MEM 69.808594 1485210183.8052
MEM 70.007812 1485210183.9054
MEM 70.347656 1485210184.0106
MEM 70.562500 1485210184.1148
MEM 72.890625 1485210184.2194
MEM 73.230469 1485210184.3222
MEM 73.445312 1485210184.4233
MEM 73.675781 1485210184.5249
MEM 73.972656 1485210184.6259
MEM 74.246094 1485210184.7272
MEM 74.539062 1485210184.8293
MEM 74.953125 1485210184.9345
MEM 75.234375 1485210185.0360
MEM 75.539062 1485210185.1385
MEM 75.742188 1485210185.2392
MEM 76.058594 1485210185.3444
MEM 76.433594 1485210185.4457
MEM 76.625000 1485210185.5509
MEM 76.929688 1485210185.6542
MEM 77.242188 1485210185.7573
MEM 77.531250 1485210185.8585
MEM 77.933594 1485210185.9636
MEM 78.265625 1485210186.0652
MEM 78.562500 1485210186.1680
MEM 82.824219 1485210186.2697
MEM 83.160156 1485210186.3749
MEM 83.437500 1485210186.4760
MEM 83.652344 1485210186.5802
MEM 83.992188 1485210186.6816
MEM 84.257812 1485210186.7868
MEM 84.546875 1485210186.8871
MEM 84.921875 1485210186.9883
MEM 85.226562 1485210187.0917
MEM 85.570312 1485210187.1947
MEM 85.718750 1485210187.2970
MEM 85.902344 1485210187.3991
MEM 86.148438 1485210187.5017
MEM 86.429688 1485210187.6034
MEM 86.734375 1485210187.7039
MEM 86.968750 1485210187.8044
MEM 87.304688 1485210187.9070
MEM 87.613281 1485210188.0112
MEM 87.824219 1485210188.1124
MEM 88.101562 1485210188.2154
MEM 88.320312 1485210188.3205
MEM 88.640625 1485210188.4220
MEM 88.945312 1485210188.5241
MEM 89.335938 1485210188.6261
MEM 89.640625 1485210188.7281
MEM 89.871094 1485210188.8322
MEM 90.117188 1485210188.9331
MEM 90.398438 1485210189.0377
MEM 90.656250 1485210189.1404
MEM 98.914062 1485210189.2429
MEM 99.132812 1485210189.3454
MEM 99.386719 1485210189.4462
MEM 99.683594 1485210189.5485
MEM 99.882812 1485210189.6502
MEM 100.171875 1485210189.7518
MEM 100.488281 1485210189.8544
MEM 100.804688 1485210189.9589
MEM 101.089844 1485210190.0593
MEM 101.449219 1485210190.1595
MEM 101.738281 1485210190.2601
MEM 101.937500 1485210190.3621
MEM 102.164062 1485210190.4668
MEM 102.390625 1485210190.5684
MEM 102.667969 1485210190.6689
MEM 102.957031 1485210190.7693
MEM 103.308594 1485210190.8701
MEM 103.609375 1485210190.9728
MEM 103.957031 1485210191.0737
MEM 104.281250 1485210191.1788
MEM 104.656250 1485210191.2826
MEM 104.906250 1485210191.3837
MEM 105.171875 1485210191.4839
MEM 105.414062 1485210191.5857
MEM 105.523438 1485210191.6898
MEM 105.640625 1485210191.7910
MEM 105.769531 1485210191.8924
MEM 106.066406 1485210191.9956
MEM 106.425781 1485210192.1007
MEM 106.757812 1485210192.2010
MEM 107.070312 1485210192.3053
MEM 107.371094 1485210192.4105
MEM 107.703125 1485210192.5145
MEM 108.085938 1485210192.6197
MEM 108.386719 1485210192.7245
MEM 108.656250 1485210192.8263
MEM 108.984375 1485210192.9290
MEM 109.261719 1485210193.0399
MEM 109.390625 1485210193.1412
MEM 109.718750 1485210193.2461
MEM 110.042969 1485210193.3473
MEM 110.394531 1485210193.4521
MEM 110.718750 1485210193.5541
MEM 111.078125 1485210193.6562
MEM 111.421875 1485210193.7582
